idx,domain,context,skill,span,time
741,social,Local,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":11,""end"":15,""text"":""$big"",""labels"":[""need context""]},{""start"":15,""end"":24,""text"":"" 4.25-.35"",""labels"":[""need context""]}]",34.116
742,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":0,""end"":5,""text"":""$sqqq"",""labels"":[""need context""]}]",12.319
743,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":57,""end"":62,""text"":""$tslq"",""labels"":[""need context""]}]",22.836
744,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":78,""end"":80,""text"":""it"",""labels"":[""need context""]}]",18.49
745,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":79,""end"":96,""text"":""Super Mario Maker"",""labels"":[""need context""]}]",11.579
746,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,12.123
747,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":6,""end"":24,""text"":""Trimming The Herbs"",""labels"":[""need context""]}]",8.83
748,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,15.495
749,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,14.242
750,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":31,""end"":33,""text"":""it"",""labels"":[""need context""]}]",13.627
751,social,Extended,"['Idea Development', 'Terminology Control', 'Style Register']","[{""start"":142,""end"":160,""text"":""Trimming the Herbs"",""labels"":[""need context""]}]",32.239
752,social,Extended,"['Terminology Control', 'Reference Consistency', 'Logical Connectivity']",,26.216
753,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":28,""end"":30,""text"":""GG"",""labels"":[""need context""]}]",24.943
754,social,Universal,"['Terminology Control', 'Reference Consistency', 'Relational Address']","[{""start"":4,""end"":21,""text"":""Super Mario Maker"",""labels"":[""need context""]}]",29.986
755,social,Universal,"['Terminology Control', 'Logical Connectivity', 'Relational Address']","[{""start"":56,""end"":74,""text"":""Trimming the Herbs"",""labels"":[""need context""]}]",27.155
756,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,79.163
757,social,Local,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":10,""end"":15,""text"":""doing"",""labels"":[""need context""]}]",31.923
758,social,Local,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":12,""end"":16,""text"":""seed"",""labels"":[""need context""]}]",27.28
759,social,Local,"['Terminology Control', 'Style Register', 'Relational Address']",,22.45
760,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,3.51
761,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,13.687
762,social,Universal,"['Idea Development', 'Logical Connectivity', 'Relational Address']","[{""start"":26,""end"":51,""text"":""Terry Prachet boots thing"",""labels"":[""need context""]}]",43.129
763,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,5.191
764,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,14.479
765,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,15.076
766,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,12.727
767,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,10.819
768,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,4.98
769,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,10.268
770,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,18.842
771,social,Local,"['Information Density', 'Style Register', 'Relational Address']",,25.256
772,literary,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,10.848
773,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,27.299
774,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,23.425
775,literary,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,12.138
776,literary,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":9,""end"":14,""text"":""THEIR"",""labels"":[""need context""]}]",14.343
777,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,11.852
778,literary,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,18.538
779,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":14,""text"":""The dark beast"",""labels"":[""need context""]}]",19.22
780,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,24.601
781,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":2,""text"":""It"",""labels"":[""need context""]},{""start"":85,""end"":94,""text"":""the beast"",""labels"":[""need context""]}]",25.31
782,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":22,""end"":34,""text"":""the creature"",""labels"":[""need context""]}]",22.286
783,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,9.978
784,literary,Sentence-level,"['Idea Development', 'Logical Connectivity', 'Modality and Attitude']",,20.303
785,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,10.888
786,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,8.791
787,literary,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,13.572
788,literary,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,31.862
789,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":3,""text"":""She"",""labels"":[""need context""]},{""start"":20,""end"":23,""text"":""she"",""labels"":[""need context""]}]",29.733
790,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,12.907
791,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,14.068
792,literary,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":10,""text"":""Everything"",""labels"":[""need context""]}]",21.157
793,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,18.029
794,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,11.985
795,literary,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":3,""text"":""She"",""labels"":[""need context""]}]",15.24
796,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":12,""text"":""The creature"",""labels"":[""need context""]}]",13.756
797,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,22.14
798,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,10.116
799,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":24,""end"":28,""text"":""them"",""labels"":[""need context""]}]",11.61
800,literary,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,14.301
801,literary,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":62,""end"":77,""text"":""Thanto kat'olon"",""labels"":[""need context""]},{""start"":1,""end"":5,""text"":""That"",""labels"":[""need context""]}]",16.317
802,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":3,""text"":""His"",""labels"":[""need context""]},{""start"":70,""end"":73,""text"":""his"",""labels"":[""need context""]}]",22.28
803,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,47.403
804,literary,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,19.041
805,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":4,""text"":""They"",""labels"":[""need context""]}]",14.863
806,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,13.158
807,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,14.536
808,literary,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,10.451
