idx,domain,context,skill,span,time
715,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,15.065
716,social,Sentence-level,"['Logical Connectivity', 'Modality and Attitude', 'Relational Address']",,56.27
717,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,27.765
718,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,16.457
719,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":6,""end"":10,""text"":""that"",""labels"":[""need context""]}]",15.033
720,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,90.219
721,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,27.274
722,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,35.056
723,social,Local,"['Information Density', 'Terminology Control', 'Modality and Attitude']","[{""start"":3,""end"":18,""text"":""new impressions"",""labels"":[""need context""]}]",27.753
724,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,19.571
725,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,19.14
726,social,Local,"['Terminology Control', 'Reference Consistency', 'Relational Address']","[{""start"":58,""end"":75,""text"":""Stumpy’s crowning"",""labels"":[""need context""]}]",28.173
727,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,11.463
728,social,Extended,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":9,""end"":20,""text"":""King Stumpy"",""labels"":[""need context""]}]",30.936
729,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,51.011
730,social,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,32.415
731,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,28.475
732,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,42.517
733,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,16.371
734,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":9,""end"":13,""text"":""they"",""labels"":[""need context""]}]",14.149
735,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":4,""end"":7,""text"":""ath"",""labels"":[""need context""]}]",37.399
736,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.845
737,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,22.248
738,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,17.43
739,social,Extended,"['Terminology Control', 'Modality and Attitude', 'Relational Address']","[{""start"":0,""end"":3,""text"":""lfg"",""labels"":[""need context""]},{""start"":4,""end"":9,""text"":""$sqqq"",""labels"":[""need context""]},{""start"":13,""end"":19,""text"":"" $tslq"",""labels"":[""need context""]}]",45.84
740,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":8,""end"":11,""text"":""nok"",""labels"":[""need context""]}]",29.675
741,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":24,""text"":""when in on $big 4.25-.35"",""labels"":[""need context""]}]",21.822
742,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":0,""end"":5,""text"":""$sqqq"",""labels"":[""need context""]}]",179.481
743,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":33,""end"":42,""text"":""elon musk"",""labels"":[""need context""]},{""start"":57,""end"":62,""text"":""$tslq"",""labels"":[""need context""]}]",26.141
744,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":78,""end"":80,""text"":""it"",""labels"":[""need context""]}]",18.178
745,social,Universal,"['Terminology Control', 'Style Register', 'Modality and Attitude']","[{""start"":79,""end"":96,""text"":""Super Mario Maker"",""labels"":[""need context""]}]",59.339
746,social,Local,"['Idea Development', 'Style Register', 'Reference Consistency']","[{""start"":5,""end"":9,""text"":"" is "",""labels"":[""need context""]}]",34.951
747,social,Local,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":5,""end"":26,""text"":""\""Trimming The Herbs\"" "",""labels"":[""need context""]},{""start"":62,""end"":102,""text"":""if anyone will ever beat it legitimately"",""labels"":[""need context""]}]",104.128
748,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":19,""end"":25,""text"":""level."",""labels"":[""need context""]}]",49.351
749,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,50.032
750,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,39.428
751,social,Local,"['Terminology Control', 'Style Register', 'Modality and Attitude']","[{""start"":142,""end"":160,""text"":""Trimming the Herbs"",""labels"":[""need context""]},{""start"":97,""end"":102,""text"":""Mario"",""labels"":[""need context""]}]",58.204
752,social,Local,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":48,""end"":51,""text"":""TAS"",""labels"":[""need context""]}]",39.579
753,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,55.563
754,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":4,""end"":21,""text"":""Super Mario Maker"",""labels"":[""need context""]}]",25.329
755,social,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":56,""end"":74,""text"":""Trimming the Herbs"",""labels"":[""need context""]}]",62.442
756,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,40.017
757,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":35,""end"":44,""text"":""soft neck"",""labels"":[""need context""]},{""start"":50,""end"":59,""text"":""hard neck"",""labels"":[""need context""]}]",101.772
758,social,Local,"['Idea Development', 'Style Register', 'Relational Address']","[{""start"":12,""end"":16,""text"":""seed"",""labels"":[""need context""]}]",22.391
759,social,Sentence-level,"['Terminology Control', 'Modality and Attitude', 'Relational Address']",,219.783
760,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.129
761,social,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Relational Address']",,25.986
762,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Modality and Attitude']",,
763,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":12,""end"":14,""text"":""it"",""labels"":[""need context""]}]",22.879
764,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.509
765,social,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,29.085
766,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,36.672
767,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Logical Connectivity']",,48.689
768,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,19.332
769,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,23.613
770,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,31.511
771,social,Local,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":0,""end"":4,""text"":""It's"",""labels"":[""need context""]}]",49.116
772,literary,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":4,""end"":16,""text"":""clearly not."",""labels"":[""need context""]}]",19.393
773,literary,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,18.17
774,literary,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,31.618
775,literary,Sentence-level,"['Terminology Control', 'Style Register', 'Modality and Attitude']",,67.396
776,literary,Extended,"['Style Register', 'Reference Consistency', 'Modality and Attitude']","[{""start"":9,""end"":20,""text"":""THEIR HEADS"",""labels"":[""need context""]}]",44.678
777,literary,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,37.756
778,literary,Sentence-level,"['Idea Development', 'Terminology Control', 'Modality and Attitude']",,78.473
779,literary,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":0,""end"":14,""text"":""The dark beast"",""labels"":[""need context""]}]",30.351
780,literary,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,21.311
781,literary,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,194.387
782,literary,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,329.56800000000004
783,literary,Sentence-level,"['Terminology Control', 'Style Register', 'Reference Consistency']",,109.756
784,literary,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,34.359
785,literary,Sentence-level,"['Idea Development', 'Terminology Control', 'Reference Consistency']",,20.581
786,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,35.749
787,literary,Sentence-level,"['Terminology Control', 'Modality and Attitude', 'Relational Address']",,112.988
788,literary,Sentence-level,"['Terminology Control', 'Style Register', 'Modality and Attitude']",,17.222
789,literary,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,32.278999999999996
790,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":9,""text"":""The same "",""labels"":[""need context""]}]",105.453
791,literary,Sentence-level,"['Participant Focus', 'Modality and Attitude', 'Relational Address']",,39.503
792,literary,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,59.92
793,literary,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,39.686
794,literary,Sentence-level,"['Terminology Control', 'Style Register', 'Reference Consistency']",,84.135
795,literary,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,135.79
796,literary,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,33.541
797,literary,Sentence-level,"['Idea Development', 'Terminology Control', 'Modality and Attitude']",,40.179
798,literary,Sentence-level,"['Terminology Control', 'Style Register', 'Modality and Attitude']",,25.549999999999997
799,literary,Sentence-level,"['Idea Development', 'Logical Connectivity', 'Modality and Attitude']",,48.608999999999995
800,literary,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,33.281
801,literary,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":62,""end"":77,""text"":""Thanto kat'olon"",""labels"":[""need context""]}]",65.215
802,literary,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,54.318000000000005
803,literary,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,90.164
804,literary,Sentence-level,"['Terminology Control', 'Style Register', 'Modality and Attitude']",,38.236
805,literary,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,34.129999999999995
806,literary,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,32.403999999999996
807,literary,Sentence-level,"['Terminology Control', 'Style Register', 'Modality and Attitude']",,33.675
808,literary,Sentence-level,"['Terminology Control', 'Modality and Attitude', 'Relational Address']",,25.592
