idx,domain,doc,source,reference,target
258,literary,test-en-literary_detestable_chunk_2_words_945,"If we meet again, it won’t be in this city.” He said hurriedly, the flash of panic on his face didn’t help my nerves at all.","우리가 다시 만난다면 이 도시에서는 아닐 거야."" 그는 서둘러 말했고 그의 얼굴에 비치는 극심한 공포는 내 신경에 전혀 도움이 되지 않았다.","다시 만난다면, 이 도시는 아닐 거야."" 그가 다급하게 말했다. 그의 얼굴에 스친 공포는 내 불안감을 더욱 키웠다."
259,literary,test-en-literary_detestable_chunk_2_words_945,Listening to his advice.,그의 조언을 듣고,그의 말대로 해야 했다.
260,literary,test-en-literary_detestable_chunk_2_words_945,"I couldn’t bring myself to stay longer. Fuck, Al.","나는 더 이상 머물 수 없었다. 젠장, Al.","더 이상 그곳에 머무를 수 없었다. 젠장, 알."
261,literary,test-en-literary_detestable_chunk_2_words_945,I quickly ran for it after exiting the vent; it hurt a bit to lose such an invaluable friend.,나는 환풍구에서 나온 후 빠르게 달렸다. 이렇게 소중한 친구를 잃다니 마음이 조금 아팠다.,환풍구를 빠져나와 황급히 도망쳤다. 그렇게 소중한 친구를 잃는다는 건 꽤나 고통스러웠다.
262,literary,test-en-literary_detestable_chunk_2_words_945,Were they moving him to the…other city?,그들이 그를 다른 도시로 옮기고 있던 걸까?,그들은 그를… 다른 도시로 옮기는 걸까?
263,literary,test-en-literary_detestable_chunk_2_words_945,"So many things were flicking through my slightly scattered mind, and most of them were angry but sad.","수많은 것들이 약간 흩어진 마음을 스쳐 지나갔고, 그 중 대부분은 화가 났지만 슬프기도 했다.","혼란스러운 머릿속으로 온갖 생각이 스쳐 지나갔고, 대부분은 슬픔과 분노가 뒤섞인 감정이었다."
264,literary,test-en-literary_detestable_chunk_2_words_945,"I’d done numerous kinds of research on the outer cities, and the capital of the infected, Alcatraz, which they named after the prison – felt like it fit the name pretty well from what I’d read.",나는 외곽 도시들과 감옥의 이름을 따서 지은 감염자들의 수도 알카트라즈(내가 읽은 바로는 그 이름이 꽤 잘 어울리는 것 같다.)에 대해 수많은 종류의 연구를 했다.,"나는 바깥 도시들과 감염자들의 수도, 알카트라즈에 대해 여러 가지 조사를 했었다. 감옥의 이름을 딴 그곳은, 내가 읽은 내용으로 미루어 보아 그 이름에 걸맞는 곳 같았다."
265,literary,test-en-literary_detestable_chunk_2_words_945,"Not to mention the unmutated had cut any remaining connecting land with infected land, it was…tragic.","돌연변이가 되지 않은 사람들이 감염된 땅과 연결되어 있는 남은 땅을 잘라냈다는 것은 말할 것도 없고, 그것은...비극적이었다.",게다가 비감염자들이 감염 지역과 연결된 남은 땅마저 모두 끊어버렸다는 사실은… 비극적이었다.
266,literary,test-en-literary_detestable_chunk_2_words_945,"The walk home was quiet, but so loud.","집으로 가는 길은 조용했지만, 너무 시끄러웠다.","집으로 가는 길은 조용했지만, 동시에 너무나 시끄러웠다."
267,literary,test-en-literary_detestable_chunk_2_words_945,"The thoughts infecting my brain were booming, and the regret of not having stayed to help flashed over multiple times.","내 뇌를 감염시키는 생각들이 쿵쿵 울렸고, 남아서 도움을 주지 못한 것에 대한 후회가 여러 번 떠올랐다.","머릿속을 감염시키는 생각들이 끊임없이 울려 퍼졌고, 도와주지 않고 그냥 온 후회가 여러 번 밀려왔다."
268,literary,test-en-literary_detestable_chunk_2_words_945,"I finally arrived home, almost brought to tears by the dreadful walk in the burst of sounds from the clouds above, the thunderous booms were enough to frighten any person sometimes.","나는 마침내 집에 도착했고, 위의 구름에서 터져 나오는 소리 속의 끔찍한 걸음걸이에 눈물이 날 뻔했다. 우레와 같은 굉음은 때때로 누구라도 겁을 주기에 충분했다.","마침내 집에 도착했을 때는, 갑작스러운 폭풍우 소리에 거의 울음을 터뜨릴 뻔했다. 하늘에서 터져 나오는 천둥소리는 누구라도 겁먹게 할 만큼 컸다."
269,literary,test-en-literary_detestable_chunk_2_words_945,"Dad was already passed out on the couch, some rerun of an older movie, probably 10-12 years old; sighing, I quietly crept my way back to my room.","아빠는 이미 소파에서 잠들어 있었고, 아마 10~12년 전의 오래된 영화가 다시 방영되고 있었다. 나는 한숨을 쉬며 조용히 내 방으로 돌아갔다.","아빠는 이미 소파에서 잠들어 있었고, 10년에서 12년 정도 된 옛날 영화가 재방송되고 있었다. 한숨을 쉬며 조용히 내 방으로 들어갔다."
270,literary,test-en-literary_detestable_chunk_2_words_945,"Flopping in the bed, I wasn’t able to keep my eyes open for long.",침대에 털석 주저앉아서 오랫동안 눈을 뜨고 있을 수 없었다.,침대에 털썩 눕자마자 눈을 오래 뜨고 있을 수 없었다.
271,literary,test-en-literary_detestable_chunk_2_words_945,"Before long, slumber crept up on me.",오래지 않아 서서히 잠에 빠졌다.,얼마 지나지 않아 잠에 빠져들었다.
272,literary,test-en-literary_detestable_chunk_2_words_945,The days rolled past before I could even realize it.,깨닫기도 전에 시간이 흘러갔다.,정신을 차려보니 며칠이 훌쩍 지나 있었다.
273,literary,test-en-literary_detestable_chunk_2_words_945,"It was a few days since Alborn was taken away – to where I had no clue, but I knew he was taken somewhere.",Alborn이 잡혀간 지 며칠이 되었다. 어디로 갔는지 전혀 몰랐지만 어딘가로 끌려갔다는 것은 알았다.,"알본이 어디론가 끌려간 지도 며칠이 지났다. 어디로 갔는지는 모르지만, 어딘가로 끌려간 것만은 확실했다."
274,literary,test-en-literary_detestable_chunk_2_words_945,"Those outfits seemed familiar, but no way was I going to figure it out on the first try.",그 옷차림은 익숙해 보였지만 처음 봤을 때는 도저히 알아볼 수 없었다.,"그들의 복장은 낯이 익었지만, 단번에 알아낼 수 있을 리 만무했다."
275,literary,test-en-literary_detestable_chunk_2_words_945,"Sighing, I placed my hands on the system in front of me, emanating a red and purple glow – I could hack the security, the place isn’t far, and I doubt they took measures...Maybe I shouldn’t.","나는 한숨을 쉬며 앞에 있는 시스템에 손을 얹었다. 빨간색과 보라색 빛이 뿜어져 나왔다. 보안을 해킹할 수 있었고, 그 곳은 멀지 않고, 그들이 조치를 취했을 것 같지 않았다... 어쩌면 그러지 말았어야 했다.","한숨을 쉬며 붉은색과 보라색 빛을 발하는 눈앞의 시스템에 손을 올렸다. 보안 시스템을 해킹할 수 있을 것이다. 그곳은 멀지 않고, 그들이 대비를 했을 것 같지도 않았다. … 아니, 그만둬야 할까."
276,literary,test-en-literary_detestable_chunk_2_words_945,"Of course, against all morals, my fingers moved without my knowing, pulling up multiple screens; god I’m good.","물론, 모든 도덕 관념에 반하여 나도 모르게 손가락이 움직여 여러 개의 화면을 불러왔다. 오, 난 천재야.",하지만 모든 도덕심을 거스르듯 손가락은 내 의지와 상관없이 움직이며 여러 개의 화면을 띄워냈다. 역시 난 잘하는군.
277,literary,test-en-literary_detestable_chunk_2_words_945,"I was pretty popular on a couple of websites, they referred to me as “WRAITH.” Which was a pretty catchy name.","나는 몇몇 웹사이트에서 꽤 인기가 있었고, 그들은 나를 ""WRAITH""라고 불렀다. 꽤 기억하기 쉬운 이름이었다.","몇몇 웹사이트에서 꽤 유명했는데, 사람들은 나를 ""WRAITH""라고 불렀다. 꽤 멋진 이름이었다."
278,literary,test-en-literary_detestable_chunk_2_words_945,"Granted my name on any site is WR417H, but I like to think the public came up with it.","어느 사이트에서는 내 이름이 WR417H였는데, 나는 대중들이 그것을 지어냈다고 생각한다.","사실 어느 사이트든 내 아이디는 WR417H였지만, 사람들이 그렇게 불러준 거라고 생각하고 싶었다."
279,literary,test-en-literary_detestable_chunk_2_words_945,"Moving the surveillance onto my mobile device, I watched each one intently.",감시 장치를 내 모바일 기기로 옮기고 하나하나 집중해서 지켜봤다.,모바일 기기로 감시 화면을 옮겨서 하나하나 유심히 살펴봤다.
280,literary,test-en-literary_detestable_chunk_2_words_945,Nothing. It was like they were never there.,아무것도 없었다. 마치 그들이 거기에 없었던 것 같았다.,아무것도 없었다. 마치 처음부터 없었던 것처럼.
281,literary,test-en-literary_detestable_chunk_2_words_945,That makes no sense.,말이 되지 않았다.,말도 안 돼.
282,literary,test-en-literary_detestable_chunk_2_words_945,"Cameras had tight security, even with remote access. How..? ARGH.",원격으로 접근할 수 있어도 카메라가 엄격하게 보안을 유지했다. 어떻게...? 으악.,"카메라 보안은 철저했고, 원격 접속도 마찬가지였다. 어떻게...? 아악!"
283,literary,test-en-literary_detestable_chunk_2_words_945,"I stood angrily, ready to remove some thoughts from my head – I made my way over, sliding on shoes and taking my keys.",나는 화가 나서 머릿속에서 몇 가지 생각을 지울 준비를 했다. 나는 신발을 신은 다음 열쇠를 가지고 길을 나섰다.,짜증스럽게 자리에서 일어나 머릿속을 좀 비워야겠다고 생각하며 신발을 신고 열쇠를 챙겼다.
284,literary,test-en-literary_detestable_chunk_2_words_945,"“I’ll be back soon, Dad.”Silence.","""곧 돌아올게요, 아빠"" 아무 말도 없었다.","""아빠, 곧 돌아올게요."" 아무 대답도 없었다."
285,literary,test-en-literary_detestable_chunk_2_words_945,"Whatever, he didn’t usually respond, he was probably busy doing something more important than me anyway.","어쨌든, 아빠는 평소에 대답하지 않았고 어차피 나보다 더 중요한 일을 하느라 바빴을 것이다.","뭐, 어차피 아빠는 대개 대답도 안 하시니까. 나보다 더 중요한 일을 하고 계시겠지."
286,literary,test-en-literary_detestable_chunk_2_words_945,"With a quick jolt, I felt a shiver enthrall its way down my spine as I made my way out of the apartment; weird.",아파트를 빠져나갈 때 갑작스러운 충격과 함께 전율이 척추를 타고 내려가는 것을 느꼈다. 이상했다.,갑작스러운 충격에 온몸이 떨렸다. 아파트를 나서면서 등골이 오싹해지는 기분이었다. 이상하네.
287,literary,test-en-literary_detestable_chunk_2_words_945,"Ignoring the feeling, I urged myself to head towards Al’s to investigate a little, but my legs moved towards Anton’s small bar – it was a pretty calm place, and I definitely needed to talk to someone.",그 느낌을 무시하고 좀 알아보기 위해 Al의 집으로 가야겠다고 스스로를 재촉했지만 내 다리는 Anton의 작은 술집 쪽으로 움직였다. 그곳은 꽤 조용한 곳이었고 나는 분명히 누군가와 이야기해야 했다.,"그 느낌을 무시하고 알의 집으로 가서 조사를 좀 해봐야겠다고 생각했지만, 다리는 어느새 안톤의 작은 바를 향하고 있었다. 그곳은 꽤 조용한 곳이었고, 누군가에게 이야기를 해야 할 필요가 있었다."
288,literary,test-en-literary_detestable_chunk_2_words_945,Who better than a bartender who owes you something?,당신에게 뭔가 빚진 바텐더보다 더 나은 사람이 있을까?,나에게 빚진 바텐더보다 더 나은 상대가 어디 있겠는가?
289,literary,test-en-literary_detestable_chunk_2_words_945,"Irregularly, Anton’s was pretty busy; it was bustling with activity and new faces that I’ve never seen before – Anton was regularly the only worker, so knowing that he must be pretty stressed.","불규칙적으로, Anton’s는 꽤 바빴다. 그곳은 활기가 넘쳤고 전에 본 적이 없던 새로운 얼굴들로 북적였다. Anton은 정기적으로 일하는 유일한 직원이었기 때문에 그가 스트레스를 많이 받고 있다는 것을 알았다.",평소와 다르게 안톤의 가게는 꽤나 북적였습니다. 낯선 얼굴들로 가득 차 활기가 넘쳤죠. 안톤은 보통 혼자 일하기 때문에 꽤 스트레스를 받고 있을 거라고 생각했습니다.
290,literary,test-en-literary_detestable_chunk_2_words_945,"“Hey Barkeep, get me a coffee.” I purposely spoke in a lower tone to throw him off a bit, a small chuckle escaping me seeing his sigh of relief after turning quickly.","""바텐더, 커피 한 잔 주세요."" 나는 그를 당황스럽게 하려고 일부러 더 낮은 어조로 말했다. 그가 빠르게 돌아선 후 안도의 한숨을 내쉬는 것을 보고 작은 웃음이 터져 나왔다.","""바텐더, 커피 한 잔."" 일부러 낮은 목소리로 말하며 그를 놀래켜 주려 했는데, 그가 재빨리 돌아보고 안도의 한숨을 쉬는 모습에 나도 모르게 작은 웃음이 터져 나왔습니다."
291,literary,test-en-literary_detestable_chunk_2_words_945,"“God, Lilith, don’t do that to me…” he softly let out, obviously tired.","""맙소사, Lilith, 내게 그러지 마..."" 그가 부드럽게 말했다.","""세상에, 릴리스, 그러지 마..."" 그는 지친 기색이 역력한 목소리로 나지막이 말했습니다."
292,literary,test-en-literary_detestable_chunk_2_words_945,“You seem pretty busy…you need some help? Look’s like there's more than plenty of folks here.”,"""꽤 바쁜 것 같은데... 도움이 필요한가요? 여기 사람들이 너무 많은 거 같아요.""","""꽤 바빠 보이네... 도와줄까? 사람이 엄청 많은데."""
293,literary,test-en-literary_detestable_chunk_2_words_945,"I huffed out, I do not want to help with these drunks, but I feel bad making this guy work alone out here.",나는 투덜거렸다. 이 술 취한 사람들을 돕고 싶지는 않았지만 이 남자 혼자 여기서 일하도록 하자니 마음이 좋지 않았다.,"나는 한숨을 쉬었습니다. 이 술 취한 사람들을 상대하고 싶지는 않았지만, 그를 혼자 일하게 두는 게 마음에 걸렸습니다."
294,literary,test-en-literary_detestable_chunk_2_words_945,"“Could you? I’ll pay you after…” he uttered with the eyes of a puppy, aimed straight at me.","""좀 도와 줄래? 나중에 갚을게..."" 그는 강아지 같은 눈으로 나를 똑바로 바라보며 말했다.","""그래줄 수 있어? 나중에 돈 줄게..."" 그는 강아지 같은 눈빛으로 나를 쳐다보며 말했습니다."
295,literary,test-en-literary_detestable_chunk_2_words_945,Advanced War Tactics…,고급 전술이다...,고도의 전략이군...
296,literary,test-en-literary_detestable_chunk_2_words_945,"After changing into the small uniform, I helped around the bar a bit, it was pretty easy aside from the constant flirting and cat-calling from the people within the bar; but it didn’t really bother me that much to be honest.",작은 유니폼으로 갈아입은 후 술집에서 일을 도왔다. 일은 쉬웠다. 술집 안에 있는 사람들이 계속 추파를 던지고 희롱하는 것을 제외하고는 말이다. 하지만 솔직히 말해서 그리 신경이 쓰이지는 않았다.,"작은 유니폼으로 갈아입고 나서 바에서 잠깐 일을 도왔는데, 끊임없이 추파를 던지고 휘파람을 불어대는 사람들만 빼면 꽤 쉬웠다. 솔직히 말해서 그렇게 신경 쓰이진 않았지만."
297,literary,test-en-literary_detestable_chunk_2_words_945,"I’ll talk to Anton after this shift, I still really need to get Al off my mind, though I know I’ll still investigate his place after this, but still…","이 근무가 끝나면 Anton과 얘기할 것이다. 정말 Al을 내 마음에서 지워야 한다. 비록 이 일이 끝나고 그의 집을 계속 조사할 것이라는 것을 알지만, 그래도...","이번 교대 끝나고 안톤에게 얘기해야겠다. 알을 머릿속에서 지워야 하는데, 그래도 이 일 끝나고 그의 집을 조사할 생각이긴 하지만… 그래도…"
