idx,domain,doc,source,reference,target
631,social,test-en-social_112111193384667328,The gray box that hangs on the side of the nesting box is where the battery lives.,둥지 상자의 측면에 있는 회색 상자에 배터리가 있습니다.,둥지 상자 옆에 걸려 있는 회색 상자 안에 배터리가 있습니다.
632,social,test-en-social_112111193384667328,"On a full charge, it gives me a runtime of about 4 hours.",완충하면 4시간 정도 사용할 수 있습니다.,완전히 충전하면 약 4시간 정도 사용할 수 있습니다.
633,social,test-en-social_112111193384667328,I call this a feature.,저는 이것도 하나의 기능이라고 봅니다.,이걸 특징이라고 부르는 거죠.
634,social,test-en-social_112111193384667328,That way the birds get some privacy too.,그 덕분에 새들의 사생활을 어느 정도 보호할 수 있으니까요.,그러면 새들도 사생활을 좀 가질 수 있으니까요.
635,social,test-en-social_112111193384667328,"Initially, I wasn't sure if the internet in our garden would be good enough for this setup.",처음에는 정원의 인터넷 성능이 이 설정을 감당할지 확신할 수 없었어요.,처음에는 정원에서 인터넷이 이 설치 환경에 충분할지 확신이 서지 않았습니다.
636,social,test-en-social_112111193384667328,The old access points I replaced last year in the fall wouldn't have cut it.,지난해에 교체한 낡은 액세스 포인트로는 충분하지 않았을 겁니다.,작년 가을에 교체한 예전 공유기로는 어림도 없었을 거예요.
637,social,test-en-social_112111193384667328,But the new ones cover that area just fine.,하지만 새로 설치한 액세스 포인트는 이 구역을 제대로 지원하네요.,하지만 새것들은 그 부분을 잘 커버해요.
638,social,test-en-social_112111193384667328,That is almost a bummer because I was planning on mounting a TP-Link cpe210 on the roof and having it point downwards to the garden.,"이건 좀 실망스럽네요, 지붕에 TP-Link cpe210을 설치한 다음 아래쪽 정원을 향하게 할 계획이었으니까요.","옥상에 TP-Link cpe210을 설치해서 정원 쪽으로 향하게 하려고 했는데, 그게 거의 불가능하게 되어서 아쉽네요."
639,social,test-en-social_112111193384667328,I still might do that when/if I set up more camera nesting boxes.,만약 카메라 둥지 상자를 더 설치한다면 그렇게 해볼 수도 있겠네요.,카메라가 내장된 새집을 더 설치하게 되면 그렇게 할 수도 있습니다.
640,social,test-en-social_112111193384667328,"Especially in areas further from the house, I might need it.",특히 집에서 멀리 떨어진 구역에는 필요할 수 있어요.,특히 집에서 멀리 떨어진 곳에는 필요할지도 모르겠네요.
641,social,test-en-social_112111193384667328,"Now, for reasons I'm not sure about yet, the camera is offline.",지금 아직 확실히 모르는 이유로 카메라가 오프라인 상태입니다.,"지금은, 아직 정확한 이유는 모르겠지만, 카메라가 오프라인 상태입니다."
642,social,test-en-social_112111193384667328,It went out only one hour after sunset.,일몰 후 1시간 만에 꺼졌네요.,일몰 한 시간 후에 꺼졌어요.
643,social,test-en-social_112111193384667328,Maybe it stopped charging the battery 3 hours before sunset due to insufficient light.,아마도 일몰 3시간 전에 일광 부족으로 배터리 충전을 멈춘 것 같아요.,빛이 부족해서 일몰 3시간 전부터 충전이 멈췄을 수도 있습니다.
644,social,test-en-social_112111193384667328,Maybe it couldn't fully charge up in a little less than half a day.,어쩌면 한나절도 되지 않아 완전히 충전하지 못했을 수도 있습니다.,반나절이 조금 안 되는 시간 동안에는 완전히 충전되지 않았을 수도 있습니다.
645,social,test-en-social_112111193384667328,I guess I'll see what happens tomorrow.,내일 어떻게 될지 봐야할 것 같아요.,내일 어떻게 되는지 한번 봐야겠다.
646,social,test-en-social_112111193384667328,I don't have any telemetry for the battery.,배터리 원격 측정 기능은 없습니다.,배터리 원격 측정 데이터가 없습니다.
647,social,test-en-social_112111193384667328,This is something I might add in a future revision.,나중에 업그레이드할 때 추가할 수도 있겠네요.,향후 버전에서 추가할 수도 있습니다.
648,social,test-en-social_112111193384667328,A few more sensors in general would be nice I guess.,전체적으로 센서 몇 개 더 추가하면 좋을 것 같아요.,센서가 좀 더 있으면 좋을 것 같아요.
649,social,test-en-social_112111193384667328,And maybe a battery that's at least on paper capable of running the thing over night.,그리고 적어도 밤새 작동할 수 있는 사양의 배터리도 필요하겠죠.,그리고 적어도 서류상으로는 밤새도록 기기를 작동시킬 수 있는 배터리도 있으면 좋겠네요.
650,social,test-en-social_112111193384667328,"Oh, and a different lens.","아, 그리고 다른 렌즈도요.","아, 그리고 다른 렌즈요."
651,social,test-en-social_112111193384667328,Fisheye is way overkill.,어안 렌즈는 좀 과합니다.,어안렌즈는 너무 과해요.
652,social,test-en-social_112111193384667328,"But I'm already browsing Digikey for parts, so I might just build myself a custom PCB for this exact use case.",하지만 저는 벌써 Digikey에서 부품을 찾고 있으니 정확히 이 용도를 위한 맞춤형 PCB를 직접 만들 수도 있습니다.,"그런데 벌써 디지키에서 부품을 찾아보고 있어서, 이 용도에 딱 맞는 맞춤형 PCB를 직접 만들어 볼까 합니다."
653,social,test-en-social_112111193384667328,Or not. We'll see.,안 할 수도 있고요. 두고 봐야죠.,아니면 말고. 두고 보면 알겠지.
654,social,test-en-social_112111193384667328,Aaaand it's still offline. Great.,그리고 아직 오프라인 상태입니다. 좋아요.,아직도 오프라인이네. 좋아요.
655,social,test-en-social_112111193384667328,According to the proper solar panels on the house the sun is only really up for about 90 minutes.,집에 설치된 잘 작동하는 태양열 패널의 정보를 보니 해가 뜬 시간이 약 90분밖에 되지 않네요.,집에 설치된 태양광 패널로 보아하니 실질적으로 해가 떠 있는 시간은 90분 정도밖에 안 되는 것 같습니다.
656,social,test-en-social_112111193384667328,Let's give it another hour or two to see what it does(n't).,한두 시간 더 지켜볼게요.,한두 시간 더 두고 어떻게 되는지 지켜봅시다.
657,social,test-en-social_112111193384667328,Still offline. Nothing ever is easy.,아직 오프라인이네요. 쉬운 게 없죠.,아직 오프라인입니다. 쉬운 일은 절대 없다.
658,social,test-en-social_112111193384667328,Turns out the USB-C breakout I was using to plug into the Battery Charger had 5V and GND swapped on the silkscreen.,배터리 충전기에 연결하는 데 사용한 USB-C 브레이크아웃이 실크스크린에서 5V와 GND가 바뀌어 있네요.,배터리 충전기에 연결하는 데 사용하던 USB-C 브레이크아웃 보드의 실크스크린에 5V와 GND 표시가 바뀌어 있었네요.
659,social,test-en-social_112111193384667328,Swapped over the leads and now I've got a charging light.,리드를 서로 바꿨더니 이제 충전 표시등이 생겼습니다.,리드선을 바꿔 끼우니까 이제 충전 표시등이 들어오네요.
660,social,test-en-social_112111193384667328,"The ESP didn't go online immediately, let's give it a few minutes.",ESP가 곧바로 온라인 상태가 되지 않았습니다. 몇 분 기다려 볼게요.,ESP가 바로 온라인 상태가 되지 않았네요. 몇 분 정도 기다려 봅시다.
661,social,test-en-social_112111193384667328,One hour later and it's still offline.,1시간이 지났는데 아직 오프라인입니다.,한 시간이 지났는데 아직도 오프라인이네요.
662,social,test-en-social_112111193384667328,Looks like it's reboot-looping and triggering Tasmotas reset feature.,리부팅을 반복하고 Tasmota 리셋 기능을 트리거하는 것 같군요.,재부팅 루프에 빠지면서 타스모타의 리셋 기능이 작동하는 것 같습니다.
663,social,test-en-social_112111193384667328,I guess the panel just sucks ass.,이 패널은 문제 있는 것 같아요.,패널이 완전 별로였나 봐요.
664,social,test-en-social_112111193384667328,"I now ordered a bigger one, hoping this does the trick.",더 큰 걸 주문했는데 효과 있으면 좋겠네요.,"더 큰 걸로 주문했는데, 이번엔 괜찮았으면 좋겠네요."
665,social,test-en-social_112111193384667328,Look what I found in my Workshop.,제 작업장에서 이게 나왔네요.,내 작업실에서 이거 찾았어.
666,social,test-en-social_112111193384667328,It's a 24V Panel.,24V 패널입니다.,24V 패널입니다.
667,social,test-en-social_112111193384667328,Sadly the sun is so low (and partly obstructed by a tree) that it drops down to basically nothing as soon I put a load on it.,슬프게도 해가 너무 낮게 떠서 (게다가 나무가 가리고 있어) 부하를 넣자마자 사실상 제로가 됩니다.,안타깝게도 태양이 너무 낮고 (나무에 부분적으로 가려져서) 부하를 걸자마자 출력이 거의 0으로 떨어집니다.
668,social,test-en-social_112111193384667328,So I guess I'll have to wait till tomorrow to figure out if it actually is enough for this setup or If I need the better panel I ordered.,그래서 이 설정에 충분한지 아니면 제가 주문한 더 좋은 패널을 사용해야 하는지 판단하려면 내일까지 기다려야 할 것 같아요.,"그럼 내일 이 설치에 충분한지, 아니면 주문한 더 좋은 패널이 필요한지 알아봐야겠네요."
669,social,test-en-social_112111193384667328,"According to Amazon, I bought the panel in 2021 and It should output 12V at a max of 1.2A.",Amazon 기록을 보니 2021년에 이 패널을 샀네요. 최대 1.2A에서 12V 출력입니다.,"아마존 기록에 따르면, 해당 패널을 2021년에 구매했고 최대 1.2A의 12V 출력이어야 합니다."
670,social,test-en-social_112111193384667328,"So either there's something wrong with this panel or my multimeter, or they changed the listing.","그럼 이 패널이나 제 멀티미터에 문제가 있거나, Amazon에서 등록 정보를 변경한 거죠.","그러니까 이 패널에 문제가 있거나 내 멀티미터가 고장 났거나, 아니면 등록 정보가 바뀐 거겠죠."
671,social,test-en-social_112111193384667328,Good news everyone!,"여러분, 좋은 소식입니다!","좋은 소식이에요, 여러분!"
672,social,test-en-social_112111193384667328,They changed the listing and the one I have is borked.,"Amazon에서 등록 정보를 바꿨네요, 그리고 제가 가지고 있는 제품은 망가졌어요.",목록이 바뀌어서 제 건 작동이 안 돼요.
673,social,test-en-social_112111193384667328,Both the old and the new Listing titles call it a 12V 10W panel.,이전 등록 명칭과 새 등록 명칭 모두 12V 10W 패널로 되어 있습니다.,기존과 신규 등록 제목 모두 12V 10W 패널이라고 표기되어 있습니다.
674,social,test-en-social_112111193384667328,This is why I don't delete old emails.,이래서 저는 오래된 이메일을 삭제하지 않아요.,이게 제가 예전 이메일을 지우지 않는 이유입니다.
675,social,test-en-social_112111193384667328,"Hey, look: the thing went back online for like half a minute about one hour ago.","보세요, 약 1시간 전에 30초 정도 다시 온라인 상태가 되었습니다.","야, 봐봐 : 한 시간 전쯤에 한 30초 정도 다시 온라인 됐었어."
676,social,test-en-social_112111193384667328,Maybe the panel trickle-charged the battery just enough for 38 seconds of runtime.,아마도 패널에서 38초 런타임만큼만 배터리를 세류 충전했나 봅니다.,패널이 배터리를 38초 정도 작동할 만큼만 아주 조금씩 충전했을 수도 있습니다.
677,social,test-en-social_112111193384667328,It only took a bit over two hours to do that.,2시간 조금 넘게 걸렸거든요.,그렇게 하는 데 두 시간 남짓밖에 걸리지 않았습니다.
678,social,test-en-social_112111193384667328,Guess what: It's cloudy today.,"제 생각으로는, 오늘 날씨가 흐리네요.",있잖아요: 오늘 흐려요.
679,social,test-en-social_112111193384667328,So I'm not sure if that (probably broken) solar panel is able to generate enough juice to achieve anything.,그래서 (아마도 고장난) 태양열 패널이 뭔가를 할 만큼 충분한 전기를 생성할 수 있을지 모르겠어요.,그래서 그 (아마도 고장 난) 태양 전지판이 뭐라도 할 만큼 충분한 전기를 생산할 수 있을지 모르겠네요.
680,social,test-en-social_112111193384667328,Let's wait and see.,기다려 볼까요?,두고 보자.
681,social,test-en-social_112111193384667328,Update: I installed the new panel and now it seems to work.,"업데이트: 새 패널을 설치했고, 이제 작동하는 것 같아요.",업데이트: 새 패널을 설치했더니 이제 작동하는 것 같습니다.
682,social,test-en-social_112111193384667328,"It still might die as soon as the sun goes down, but let's wait and see.","해가 떨어지면 곧 멈출 지도 모르지만, 두고 보죠.","해가 지면 바로 죽을 수도 있지만, 일단 두고 보죠."
683,social,test-en-social_112111193384667328,Funfact: I'm using the ping integration in Home Assistant to monitor if it's online or not.,재미있는 사실: 저는 홈 어시스턴트에서 필 통합 기능을 사용해서 온라인 상태인지를 모니터링합니다.,깨알팁: 홈 어시스턴트에서 핑 연동 기능을 사용해서 온라인 상태를 모니터링하고 있어요.
684,social,test-en-social_112111193384667328,The average round-trip time is 102 ms. Not great not horrible.,평균 왕복 시간은 102밀리초입니다. 좋지도 나쁘지도 않네요.,평균 왕복 시간은 102ms입니다. 좋지도 나쁘지도 않네요.
685,social,test-en-social_112111346044907536,I got new stickers.,새 스티커를 만들었어요.,새 스티커 샀어요.
686,social,test-en-social_112111346044907536,"No theyre not for sale, I normally hand them out when at events etc.","아니요, 판매용이 아닙니다. 대개는 행사 같은 곳에서 나눔을 하죠.","아니요, 판매용이 아니에요. 보통 행사 같은 곳에서 나눠 드립니다."
687,social,test-en-social_112111346044907536,BUT I was about to place some around Finsbury Park for you to find if you wanted one but it’s too windy and they wouldn’t stay put.,"하지만 원하시는 분들을 위해 핀즈베리 파크 근처에 몇 개 두려 했는데, 바람이 너무 불어서 제자리에 있지 않네요.","핀즈베리 공원 근처에 몇 개 놓아두려고 했는데, 바람이 너무 세서 가만히 있지 않을 것 같아서 못 했어요. 원하면 찾아가라고 할 생각이었는데."
688,social,test-en-social_112111346044907536,Finding an alternative shortly…,곧 대안을 찾을게요...,대안을 곧 찾겠습니다…
689,social,test-en-social_112111346044907536,Free Matt Gray stickers.,무료 Matt Gray 스티커입니다.,맷 그레이 스티커 무료 증정
690,social,test-en-social_112111346044907536,They’re hiding in big Sainsbury’s at Haringey Green Lanes.,헤링게이 그린 레인의 대형 세인즈버리스 매장 안에 숨겨 놓았어요.,그들은 해링게이 그린 레인즈에 있는 큰 세인즈버리에 숨어 있어요.
691,social,test-en-social_112111346044907536,If you get there first don’t grab them all leave some for others.,가장 먼저 도착한 분은 다 가져가지 말고 다른 사람을 위해 남겨 놓으세요.,먼저 도착하더라도 다 가져가지 말고 다른 사람들을 위해 남겨두세요.
692,social,test-en-social_112111346044907536,"Don’t travel too far, someone will beat you to it.","너무 멀리서 오진 마세요, 먼저 도착하는 분도 있을 테니까요.","너무 멀리 가지 마세요, 누군가 선수칠 거예요."
693,social,test-en-social_112111346044907536,If they’re not claimed today I suspect the staff will find them.,오늘 중에 가져가시지 않으면 직원들이 찾아낼 것 같아요.,오늘 찾아가지 않으면 직원들이 찾을 것 같아요.
694,social,test-en-social_112111346044907536,A couple of extra other stickers I had on me too,다른 스티커 두어 가지도 두었어요,내가 가지고 있던 다른 스티커 몇 개도
695,social,test-en-social_112111346044907536,Let me know if you find them!,발견하면 알려주세요!,찾으시면 알려주세요!
696,social,test-en-social_112111346044907536,If you don't happen to be by that random supermarket:,그 슈퍼마켓에 갈 수 없는 분들은:,혹시 그 슈퍼마켓 근처에 안 계신다면요?
697,social,test-en-social_112111346044907536,If I'm at an event I have them on me.,제가 참석하는 이벤트에 가지고 나갈게요.,행사에 참석할 때는 항상 가지고 다닙니다.
698,social,test-en-social_112111346044907536,The only upcoming events in my calendar currently are:,현재 제 캘린더에는 다음 이벤트만 있네요.,현재 제 캘린더에 예정된 행사는 다음과 같습니다:
699,social,test-en-social_112111346044907536,@user49 Superbooth Berlin (just an attendee),@user49 슈퍼부스 베를린(참석자만),@사용자49 슈퍼부스 베를린 (참관객으로 참석)
700,social,test-en-social_112111346044907536,"If you happen to spot me out and about, feel free to say hi!",오프라인에서 저를 발견하게 되면 부담없이 인사해 주세요!,혹시라도 돌아다니다가 저를 보시면 편하게 인사해 주세요!
701,social,test-en-social_112111346044907536,I sometimes have stickers on me.,제가 스티커를 가지고 다닐 때도 있거든요.,저는 가끔 스티커를 붙이고 있어요.
702,social,test-en-social_112111346044907536,(Though do mention you recognise me off the internet otherwise I'll be wondering who you are and where I know you from),"(다만 인터넷에서 저를 봤다고 말씀해주세요, 그렇지 않으면 여러분이 누군지, 어디서 봤는지 헷갈릴 수 있으니까요)","(혹시 인터넷에서 저를 아시는 거라면 말씀해주세요. 안 그러면 제가 누구신지, 어디서 <binary data, 1 bytes><binary data, 1 bytes><binary data, 1 bytes> 건지 궁금해할 것 같아서요.)"
703,social,test-en-social_112111346044907536,I'm not selling them because it's not economical.,경제성이 없으니 팔지는 않습니다.,경제성이 없어서 팔지 않습니다.
704,social,test-en-social_112111346044907536,These good quality stickers are about 50p each.,이 품질 좋은 스티커는 각각 50펜스입니다.,이 고품질 스티커는 개당 약 50펜스입니다.
705,social,test-en-social_112111346044907536,They'll cost the same again to post.,우편으로 보내면 그 금액만큼 요금이 발생할 겁니다.,우편 요금도 스티커 가격만큼 추가됩니다.
706,social,test-en-social_112111346044907536,And way more in my own time to individually package and send them.,게다가 개별 포장해서 보내는 데에도 시간이 들죠.,그리고 개별 포장 및 발송에 제 개인 시간이 훨씬 더 많이 소요됩니다.
707,social,test-en-social_112111346044907536,"And I know demand is relatively low,",그리고 수요가 그리 많지 않다는 것도 알고 있어요.,그리고 수요가 상대적으로 낮다는 것도 알고 있어요.
708,social,test-en-social_112111346044907536,I had a barely-used merch site for several years :D,상품 사이트가 있었는데 몇 년간 거의 휴점 상태였거든요 :D,몇 년 동안 거의 사용하지 않은 굿즈 사이트를 운영했었거든요. :D
709,social,test-en-social_112111346044907536,Another one has been found!,하나 더 발견되었어요!,또 하나 찾았다!
710,social,test-en-social_112111346044907536,@user50 Found in the mirror universe?,@user50 미러 유니버스에서 찾았나요?,@user50 거울 우주에서 발견된 건가요?
711,social,test-en-social_112130344809706592,The best part of Hugging Face’s “The Stack” is that ~the majority of~ many of the repos it lists for me are — and always have been — private repos.,"허깅 페이스 “스택”의 최고 장점은 대부분, 많은 저장소가 나를 위한 목록이란 거죠. 그리고 언제나 개인 저장소였어요.","허깅 페이스 ""더 스택""의 가장 좋은 점은 거기에 나열되는 레포 중 많은 수가 비공개 레포라는 것입니다. 그리고 항상 그래왔습니다."
712,social,test-en-social_112130344809706592,Well it looks like I have a GDPR complaint to file,아무래도 GDPR 불만 사항을 신청해야 할 것 같은데요.,GDPR 관련해서 민원을 제기해야 할 것 같네요.
713,social,test-en-social_112130344809706592,Actually now that I’m double-checking several of these repos were deleted… years ago even,사실 지금 삭제된 저장소 몇 개를 더블 체킹 중이예요... 심지어 몇 년 전에 삭제된,사실 지금 다시 확인해 보니 이 저장소들 중 몇 개는 몇 년 전에 삭제되었네요…
714,social,test-en-social_112130344809706592,"Like… Either there was a window in time where I had set these public, or something else is happening.",그러니까… 내가 이걸 공개로 설정했을 때에 맞춰 창이 있었거나 다른 어떤 일이 있었던 거죠.,"음… 내가 이 저장소들을 공개로 설정했던 기간이 있었거나, 아니면 다른 문제가 있는 것 같습니다."
715,social,test-en-social_112130344809706592,Not all of my private repos are in there.,내 개인 저장소 모두 다 거기에 있진 않았어요.,내 비공개 저장소가 전부 거기에 있는 것은 아닙니다.
716,social,test-en-social_112130344809706592,@user42 this is very interesting because it says my latest public post to my-blog was in 2022 but I am certain this repo has been private for several years,@user42 이거 매우 흥미롭네요. 제 블로그의 최신 공개 포스트가 2022년이라고 나오는데 이 저장소는 몇 년 동안 비공개였던 게 확실하거든요.,"@user42 제 최근 공개 게시물이 제 블로그(my-blog)에 2022년에 올라왔다고 나오는데, 이 저장소는 몇 년 동안 비공개였던 게 확실해서 이상하네요."
717,social,test-en-social_112140958167999904,"It's my first ever crown dentist visit: Prep today, then fitting in a fortnight.",처음으로 크라운 치료하러 치과를 방문해요. 오늘 다듬고 2주 안에 피팅해요.,"처음으로 크라운 치료 받으러 가요: 오늘은 준비, 2주 뒤에 장착."
718,social,test-en-social_112140958167999904,I'm practising opening my mouth wide.,입 크게 벌리는 연습 중이랍니다.,입 크게 벌리는 연습 중이에요.
719,social,test-en-social_112140958167999904,"Well, that was a lot of filing.","오, 필링 정말 많이 했어요.","휴, 서류 작업 정말 많았네."
720,social,test-en-social_112140958167999904,Stumpy and I are home and feeling better now we’ve had a couple of mugs of tea.,스텀피와 나는 집에 있고 이제 기분이 나아지네요. 머그 잔에 차를 몇번 내려 마셨어요.,"스텀피랑 저는 집에 돌아왔고, 차 두 잔 마시고 나니 훨씬 나아졌어요."
721,social,test-en-social_112140958167999904,Back in a fortnight to get the job finished. Or not.,치료 다 마치려면 2주 안에 다시 가야죠. 아닐 수도 있고.,2주 뒤에 마무리하러 다시 올게요. 아니면 말고.
722,social,test-en-social_112140958167999904,"Dentist wasn’t happy with the fit of the crown, even after he’d footered and filed it.",치과 의사는 심지어 크라운 핏을 다듬고 갈아낸 후에도 그걸 마음에 들어하지 않았어요. 그래서 본을 새로 뜨고 새로운 크라운을 만들거예요.,"치과 의사가 크라운을 아무리 다듬고 조정해도 잘 맞지 않아서, 새로 본을 뜨고 크라운을 다시 제작하기로 했습니다."
723,social,test-en-social_112140958167999904,"So new impressions were taken, and a new crown will be made.",치과 의사는 심지어 크라운 핏을 다듬고 갈아낸 후에도 그걸 마음에 들어하지 않았어요. 그래서 본을 새로 뜨고 새로운 크라운을 만들거예요.,"치과 의사가 크라운을 아무리 다듬고 조정해도 잘 맞지 않아서, 새로 본을 뜨고 크라운을 다시 제작하기로 했습니다."
724,social,test-en-social_112140958167999904,Stumpy gets a stay of coronation.,스텀피는 대관식을 미루게 되었죠.,스텀피의 대관식이 연기되었다.
725,social,test-en-social_112140958167999904,And we’re on again.,또 시작인거죠.,"자, 다시 시작이네요."
726,social,test-en-social_112140958167999904,"I’ve got a cancellation for tomorrow, so it’s take two on Stumpy’s crowning.",내일 건 취소했어요. 그래서 스텀피의 크라운 씌우기는 제2막을 맞게 되었어요.,"내일 예약이 취소돼서, 스텀피 왕관 씌우기 2차 시도를 해볼 수 있겠어요."
727,social,test-en-social_112140958167999904,Stumpy has been crowned.,스텀피가 크라운을 씌웠어요.,땅딸막이가 왕위에 올랐다.
728,social,test-en-social_112140958167999904,All hail King Stumpy.,스텀피 왕 만세.,땅딸막이 왕 만세!
729,social,test-en-social_112140958167999904,@user34 I can almost hear the fanfare.,@user34 팡파레가 막 들리는 것 같아요.,@user34 팡파르 소리가 거의 들리는 것 같아요.
730,social,test-en-social_112140958167999904,@user35 Honestly didn’t want to get my hopes up after the last time.,@user35 솔직이 지난 번 이후로 희망을 키우고 싶지 않았거든요.,솔직히 지난번 일 때문에 이번에도 기대하고 싶지 않았어요.
731,social,test-en-social_112140958167999904,Now I just have to get used to this strangely smooth tooth so I can stop poking it with my tongue.,이제 이 이상하게 매끄러운 이빨에 적응해야 되서 혀로 쑤시는 걸 그만 둘 수 있답니다.,이 이상하게 매끄러운 이에 익숙해져서 혀로 자꾸 건드리는 걸 멈춰야겠다.
732,social,test-en-social_112140958167999904,"@user34 I find that irresistible after dental work, takes days for the tongue poking to stop.",@user34 치과 치료 받은 후에는 어쩔 수 없이 혀로 쑤시는 걸 그만두는데 며칠 걸렸어요.,@user34 저도 치과 치료 후엔 그거 못 참겠어요. 혀로  poking하는 거 며칠이나 가더라고요.
733,social,test-en-social_112201850099412432,my hedges are getting big.,내 헤지가 커지고 있어요.,울타리  hedges가 너무 커지고 있어요.
734,social,test-en-social_112201850099412432,well now they’re god damn huge lol,이제 빌어먹게 크다니까요 ㅋㅋㅋ,"와, 이제 진짜 엄청나게 크네 ㅋㅋ"
735,social,test-en-social_112201850099412432,new ath.,새로운 최고가.,새로운 운동선수.
736,social,test-en-social_112201850099412432,i know what that means..,무슨 뜻인지 알고 있지..,무슨 뜻인지 알아...
737,social,test-en-social_112201850099412432,"switch to cash, no more margin.",현금으로 바꿔요. 마진은 더 없고.,"현금으로 전환하고, 마진은 더 이상 사용하지 마세요."
738,social,test-en-social_112201850099412432,let’s tank the first week of the new year 📉,새해 첫주엔 일부러 지자 📉,새해 첫 주는 푹 쉬자. 하락세
739,social,test-en-social_112201850099412432,lfg $sqqq lfg $tslq lol waaaaahoooo!! lol,그룹 찾는 중 $sqqq 그룹 찾는 중 $tslq ㅋㅋㅋ 와아아아아우! ㅋㅋㅋ,SQQQ 가즈아 티에스엘큐 가즈아 ㅋㅋ 와~~~! ㅋㅋㅋ
740,social,test-en-social_112201850099412432,"come on nok, $3.74 let’s go. waahoo x 2","이거 보라고, $3.74 가자. 와아아우 x 2","야, 녹아, 3.74달러면 가자. 와후 x 2"
741,social,test-en-social_112201850099412432,when in on $big 4.25-.35 i’ll get more too lol yeeee!,언제 어디에 $빅 4.25-.35 나도 더 많이 가질거야 ㅋㅋㅋ 이이이예!,빅4 $4.25 ~ $3.90 할인 중 나도 더 가져갈게 ㅋㅋ 예에!
742,social,test-en-social_112201850099412432,$sqqq come on. my bag is getting huge lol,$sqqq 쫌 내 가방이 거대해지고 있어 ㅋㅋㅋ,SQQQ 좀 올라라. 내 가방 터지겠네 ㅋㅋㅋ
743,social,test-en-social_112201850099412432,nothing makes me more happy than elon musk losing money. $tslq,일론 머스크가 돈을 잃을 때보다 더 즐거울 땐 없지. $tslq,일론 머스크가 돈 잃는 것보다 더 행복한 건 없다. $tslq
744,social,test-en-social_112201850099412432,i wonder if the twitter would get suspended if i mentioned i had a fat bag of it lol,만약 트위터가 정지 당하면 내가 말했던 거 그걸로 뚱뚱한 가방이 생겼을지 궁금해 ㅋㅋㅋ,트위터에서 내가 약 봉지 하나 묵직하게 갖고 있다고 하면 계정 정지 먹을까 ㅋㅋ
745,social,test-en-social_112226149509052560,Apparently there are only two levels that haven't been cleared in the original Super Mario Maker lol,분명히 오리지널 슈퍼 마리오 메이커에서 클리어되지 않은 건 분명히 두 레벨 밖에 없어 ㅋㅋㅋ,원래 슈퍼 마리오 메이커에서 아직 클리어 안 된 레벨이 두 개밖에 없다는데 ㅋㅋ
746,social,test-en-social_112226149509052560,Edit: is now down to 1.,편집: 이제 1로 내려가요.,수정: 이제 1개 남았네요.
747,social,test-en-social_112226149509052560,"Just ""Trimming The Herbs"" left and omg I genuinely don't know if anyone will ever beat it legitimately.","그냥 ""트리밍 더 허브"" 놔두고 세상에 합법적으로 그걸 깰 사람이 있을지 진짜 모르겠네요.","""Trimming The Herbs""만 남았는데, 세상에, 누가 정말로 합법적으로 깨는 걸 볼 수 있을지 모르겠어요."
748,social,test-en-social_112226149509052560,It is a ridiculous level.,말도 안되는 레벨인데.,정말 말도 안 되는 레벨이에요.
749,social,test-en-social_112226149509052560,"Final edit: that level turned out to be a tool assisted upload, which no one thought was possible at the time but apparently it was!",최종 편집: 저 레벨은 도구 지원형 업로드인걸로 밝혀졌어요. 그 때는 아무도 가능하다고 생각하지 못했지만 가능했죠!,"최종 수정: 해당 레벨은 결국 툴 어시스트 업로드로 밝혀졌습니다. 당시에는 아무도 가능하다고 생각하지 않았지만, 사실 가능했던 거죠!"
750,social,test-en-social_112226149509052560,But people still persisted and it got beat in the end!,하지만 사람들은 여전히 고집대로 했고 마침내 깬거예요!,"그럼에도 사람들은 포기하지 않았고, 결국에는 기록이 깨졌습니다!"
751,social,test-en-social_112226149509052560,"Been watching some clear attempts and like.. as a person who has played a lot of reasonably hard Mario stuff, everything else aside, grinding Trimming the Herbs (the last level left) looks soul crushing.",어떤 클리어 시도 같은 걸 보고 있었죠.. 상당히 어려운 마리오 같은 걸 많이 플레이했던 사람으로서 모든 것을 제쳐놓고 트리밍 더 허브(남은 마지막 레벨)를 열심히 해대는 건 영혼을 갈아넣는 것 같다니까요.,"꽤 어려운 마리오 게임들을 많이 해본 사람으로서 말하는데, 다른 건 다 제쳐두고 '허브 다듬기'(남은 마지막 레벨) 공략 영상들을 몇 개 봤는데 정말 영혼까지 털리는 것 같아요."
752,social,test-en-social_112226149509052560,"And it turns out that level was uploaded with a TAS after all, so it is no longer considered to count and they've declared victory.",그리고 저 레벨은 결국 TAS와 업로드된 거예요. 그래서 더이상 카운트 하지 않고 승리를 선언했던거예요.,"결국 그 레벨은 TAS 사용으로 업로드된 것으로 확인되어 더 이상 기록으로 인정되지 않고, 그들이 승리를 선언했습니다."
753,social,test-en-social_112226149509052560,Kinda anticlimactic tbh but GG to the people who got everything to that point!,솔직이 실망스럽긴 하지만 그 포인트까지 간 사람들에겐 좋은 게임이죠!,"솔직히 좀 김빠지지만, 그 지점까지 도달했던 분들께 GG!"
754,social,test-en-social_112226149509052560,Rip Super Mario Maker 1,슈퍼 마리오 메이커 1 찢기,"슈퍼 마리오 메이커 1, 안녕히…"
